VALID	DESC	ID
		<VI>card_ids	<S>name	<B>type	<S>effect	<S>version
		10865,11074,11079,12810	枇琶	S	look_at:target=opponent_hand|unparsed:从其中选择最多2张物品卡，将其丢弃。	H
		10088,11588,12779	瓢太	S	draw:count=2|recover_from_discard:count=1;filter=基本能量;target=hand	G
		1072,2445,6078,6273,6757,7696,8106,8279,8579,9678	奇巴纳	S	attach_energy_from_discard:count=1;filter=基本;target=any|shuffle_deck|unparsed:这张卡必须在上个对手的回合自己的宝可梦【气绝】了才可使用。 身上。然后，从自己的牌库任意选择1张卡加	E
		8802,9681,9819,9841,10288,10793,10958,11005,11393,11661,11685,11707,11727,11747,12057,12768,13139,13164	奇树	S	raw:双方玩家各将自己的手牌全部翻回反面并重洗，放回牌库下方。然后，各从牌库抽出与自己剩余奖赏卡的张数相同数量的卡。	G
		4499	祈祷师	S	raw:将这张卡的持有人与自己的所有宝可梦身上的招式的效果全部消除。	C
		3817,5730,7374	千金小姐	S	search_deck_to_hand:count=4;filter=基本能量|shuffle_deck	B,F
		10023,11563,12764	千里	S	draw:count=2|unparsed:若对手的战斗宝可梦为"宝可梦【ex】"，则再抽出2张卡。	G
		4501	青绿的战略	S	raw:在使用这张卡的回合结束时，从牌库抽卡直到自己的手牌满8张为止。	C
		9903,9950	青木	S	coin_flip:count=1|search_deck_to_hand:count=2;filter=宝可梦卡，若为反面则选择1张【基础】宝可梦|shuffle_deck|unparsed:若为正面则。。	G
		12583,12801,12971	青木的手法	S	discard_all_hand|search_deck_to_hand:count=1;filter="宝可梦"卡"支援者"卡"基本能量"卡|shuffle_deck	H
		8811,12804,12805	秋明	S	shuffle_hand_to_deck:who=self;draw:count=7|unparsed:这张卡只有在对手的战斗宝可梦【中毒】时才可使用。 。	G
		5178	球果职人	S	shuffle_deck|unparsed:从自己的牌库，抽出最多2张名称中有"球"的物品卡，在给对手看过后加入手牌。。	B
		3479,3819	熔接工	S	raw:从自己的手牌抽出最多2张【火】能量卡，附于自己的1只宝可梦身上。然后，从自己的牌库抽出3张。	C
		8801,9350	萨瓦罗	S	heal:amount=50|unparsed:选择最多2只自己的宝可梦，各。	G
		658,9679	赛宝利	S	draw:count=3|unparsed:然后，对手将宝可梦丢弃直到对手自己的备战宝可梦变为3只为止。	E
		10936,11100,11105	赛吉	S	shuffle_deck|unparsed:从自己的牌库选择1张自己的1只场上宝可梦进化而来的卡（拥有特性的宝可梦除外），放置于那只宝可梦身上完	H
		11180,11616,11621	沙俪	S	shuffle_deck|unparsed:从自己的手牌选择最多2张宝可梦卡，在给对手看过后放回牌库。然后，从自己的牌库选择最多与放回的张数相同	H
		7564,8581,9680	莎莉娜	S	raw:这张卡从2种效果中选择1种使用。 ◆选择最多3张自己的手牌，将其丢弃。（一定要选择1张。）然后，从牌库抽卡直到自己的手牌满5张为止。◆选择对手的备战区的1只"宝	F
		1139,2259,2447,6761,6874,6896,7449,7469,7588,7719,7742,7764	莎娜	S	shuffle_hand_to_deck:who=self;draw:count=5	E
		8109,8289	神奥的伙伴	S	draw:count=3	F
		7691,8177	神代	S	raw:这张卡只有在自己的手牌只有这1张时才可使用。从自己的牌库抽出与双方的备战宝可梦相同数量的卡。	F
		7259	史帕克	S	coin_flip:count=1|draw:count=2|attach_energy_from_discard:count=1;filter=【雷】;target=bench|unparsed:然后，若为正面，则身上。	F
		5922	帅哥	S	raw:从自己的牌库下方抽出3张。	B
		11181,11617,11622,12054,12589,12977	水莲的照顾	S	recover_from_discard:count=1	H
		5179	松叶	S	raw:这张卡只有在上个对手的回合，自己的【超】宝可梦【气绝】了才可使用。在看过对手的手牌后，将其中的2张卡放回对手的牌库并重洗。	B
		10866,11075,11080,12599,12782,12987	松叶的信心	S	raw:这张卡必须将自己的1张手牌丢弃才可使用。
 从自己的牌库抽出与对手的备战宝可梦相同数量的卡。	H
		1701,2928,8161	索妮亚	S	search_deck_to_hand:count=2;filter=【基础】宝可梦卡，或者最多2张基本能量|shuffle_deck	D
		11028,12806	泰姆	S	draw:count=4|draw:count=4|unparsed:从自己的手牌选择1张宝可梦卡，向对手宣言那只宝可梦的名称后，翻到反面放置。对手回答那只宝可梦的HP。	H
		10864,11073,12593	探险家的向导	S	raw:查看自己的牌库上方6张卡，从其中选择2张卡加入手牌。将剩余卡丢弃。	H
		659	藤树	S	search_deck_to_bench:count=3;filter=基础|shuffle_deck	E
		8367,9353,12763	天星队手下	S	raw:选择1个对手的战斗宝可梦身上附加的能量，放回对手的牌库上方。	G
		7499	挖洞兄弟	S	coin_flip:count=1|unparsed:若为正面，则查看自己的牌库下方8张卡，若为反面，则查看自己的牌库下方3张卡，选择其中1张卡加入手牌。	F
		9904,9951	婉龙	S	coin_flip:count=1|switch_pokemon:who=opponent|switch_pokemon:who=self|unparsed:若为正面，则。若为反面，则。	G
		7106,8287	望罗	S	raw:选择1只自己的备战区的"宝可梦【V】"，将那只宝可梦与附加的卡全部丢弃。	F
		11380,11443,11450,11760,12055,12590,12843,12978	乌栗	S	switch_pokemon:who=self|unparsed:这张卡从2种效果中选择1种使用。  ◆。  ◆在这个回合，自己的宝可梦使用的招式，对对手的战斗场的"	H
		4504	武藏与小次郎	S	raw:双方玩家各从自己的手牌抽出2张丢到弃牌区。（对手先丢到弃牌区。没有手牌的玩家不丢弃。）	C
		97	舞者	S	draw:count=2|unparsed:若在后攻玩家的最初回合使用，则再抽出3张卡。	E
		11179,11615,12761	悟松	S	coin_flip:count=1|draw:count=6|draw:count=3|unparsed:双方玩家各将自己的手牌全部翻回反面并重洗，放回牌库下方。然后，双方玩家各，若为正面，则，若为反面，则	H
		5185	夕丝	S	raw:这张卡只有在对手的战斗场上有【1阶进化】宝可梦时才可使用。从自己的牌库抽出4张。	B
		2258,6759,12257,12760	西餐厨师	S	heal:amount=70	E,H
		1861,2028,2448,2606,6081,6762	希巴	S	shuffle_hand_to_deck:who=self;draw:count=4|unparsed:在上个对手的回合，若自己的宝可梦【气绝】了，则改为抽出7张卡。	E
		5175	希嘉娜	S	raw:这张卡只有在上个对手的回合，自己的宝可梦【气绝】了才可使用。从自己的手牌抽出最多2张基本能量卡，附于自己的1只【龙】宝可梦身上。	B
		1141,6771,8208,8584	希嘉娜的决心	S	raw:这张卡必须将自己的2张手牌丢弃才可使用。 从自己的牌库抽出与对手的场上宝可梦相同数量的卡。	E
		12179,12377,12383	希特隆的机智	S	heal:amount=60	H
		12178,12376	席蓝	S	search_deck_to_hand:count=3;filter="宝可梦【ex】"|shuffle_deck	H
		8115,8291	洗翠的伙伴	S	draw:count=3	F
		3470	夏伯的猜谜秀	S	draw:count=4|draw:count=4|unparsed:从自己的手牌选择1张宝可梦，对对手宣言该宝可梦持有的招式名称后，反面朝上放置。对手回答该宝可梦的名称	C
		5731	夏伯的一决胜负	S	raw:这张卡只有在自己的手牌只有这1张时才可使用。从牌库抽出自己的场上的【火】宝可梦的数量×2张。	B
		1005,2029,6763	夏科娅	S	raw:选择最多3张自己的奖赏卡加入手牌。然后，从手牌选择与加入的张数相同数量的卡，反面朝上作为奖赏卡放置。	E
		11512,11782,11788	仙后	S	shuffle_deck|unparsed:这张卡只有在自己的手牌只有这1张时才可使用。 从自己的牌库任意选择最多2张卡加入手牌。。	H
		866,2023,6753	香氛姐姐	S	draw:count=2|unparsed:然后，将自己的战斗宝可梦的特殊状态全部恢复。	D,E
		13090,13192	小刚的发掘	S	search_deck_to_hand:count=2;filter=【基础】宝可梦卡，或者1张进化宝可梦|shuffle_deck	I
		3473	小刚的根性	S	recover_from_discard:count=1|unparsed:并重洗。	C
		3474,3967	小刚的训练	S	raw:从自己的手牌抽出1张能量卡，附于自己的"小拳石""隆隆石""隆隆岩""大岩蛇GX""卡拉卡拉""独角犀牛""钻角犀兽""树才怪"其中的1只身上。	C
		96,8105,8288	小菊儿的璀璨	S	shuffle_deck|unparsed:选择最多2只自己的"汇流"宝可梦，从牌库附给那些宝可梦各1张"汇流能量"卡。。	E
		5168	小茜	S	raw:从自己的牌库抽出1张。若自己的弃牌区有"小茜"（这张卡除外），则再从牌库抽出其张数×2张。	B
		7692,8178	小菘	S	raw:查看自己的牌库上方7张卡，从其中选择任意数量的【水】宝可梦卡与【水】能量卡，在给对手看过后加入手牌。将剩余卡放回牌库并重洗。	F
		3801	小霞&科拿	S	search_deck_to_hand:count=3;filter=【水】能量|shuffle_deck|unparsed:在使用这张卡时，可额外将自己的5张手牌丢到弃牌区。这个情况下，就算己方已经使用了GX招式，在这个回合	C
		3287	小霞的干劲	S	raw:从自己的手牌抽出1张丢到弃牌区。然后，从自己的牌库上方抽出8张并查看，将其中的1张任意卡加入手牌。将剩余卡放回牌库并重洗。	C
		3802	小霞的请求	S	search_deck_to_hand:count=3;filter=支援者|shuffle_deck	C
		3286	小霞的御水技	S	raw:选择自己的场上宝可梦身上所附加的任意数量的【水】能量，以任意方式改附于自己的"可达鸭""墨海马""海星星""宝石海星GX""鲤鱼王""暴鲤龙""拉普拉斯"身上。	C
		6091	小优	S	shuffle_deck|unparsed:从自己的牌库选择最多3张【基础】宝可梦卡（"拥有规则的宝可梦"除外），放置于备战区。。	E
		7038	晓白	S	draw:count=3|unparsed:双方玩家各将自己的手牌翻到正面后，双方互看。。	F
		9905,9952,9957,12766	辛俐	S	raw:查看自己的牌库上方4张卡，从其中选择2张卡加入手牌。将剩余卡全部翻回反面并重洗，放回牌库下方。	G
		6852	星月	S	coin_flip:count=2|unparsed:从自己的弃牌区任意选择最多与正面出现的次数相同数量的卡，在给对手看过后，以任意顺序排列，放回牌库上方	F
		798,6090,6777,8118,8586,9685	芽米	S	heal:amount=full|unparsed:将自己的所有进化宝可梦的。然后，将恢复的宝可梦身上附加的能量全部丢弃。	E
		1869,2039,3099,3119,8143	亚洛	S	raw:将自己的最多2张手牌丢弃，从自己的牌库抽出其张数×2张卡。	D
		934	亚莎	S	raw:选择对手的场上宝可梦身上附加的"特殊能量"卡与场上的"竞技场"卡各1张，将其丢弃。	E
		6369	亚玄	S	raw:将自己的牌库上方5张卡翻到正面，请对手从其中选择2张卡。自己将被选择的卡丢弃，将剩余卡加入手牌。	F
		9906,9953,9958	阳伞姐姐	S	shuffle_hand_to_deck:who=self;draw:count=4|unparsed:若在后攻玩家的最初回合使用，则改为抽出8张卡。	G
		1426,1703,2522,6083	养鸟人	S	switch_pokemon:who=self|draw:count=3|unparsed:然后，。	D
		9614,9753,9761,10285	也慈	S	attach_energy_from_deck:count=2;filter=基本|shuffle_deck|unparsed:在使用了这张卡的回合结束前，自己的所有宝可梦无法使用招式。（包含新上场的宝可梦。） 自己的1只宝可梦	G
		12274,12275,12276,12277	野餐女孩	S	coin_flip:count=1|draw:count=4|draw:count=2|unparsed:若为正面，则，若为反面，则。	H
		7109	野贼三姐妹	S	raw:查看对手的牌库上方5张卡，从其中选择任意数量的物品卡，将其丢弃。将剩余卡放回牌库并重洗。	F
		5186	夜妮	S	raw:这张卡只有在对手的战斗场上有【基础】宝可梦时才可使用。 将对手的战斗宝可梦身上所附加的1个能量，放回对手的牌库上方。	B
		4496	一树	S	raw:在这个回合，使用这张卡之后，自己因招式・特性・训练家卡的效果而掷硬币时，只限第1次可选择掷硬币的结果是正面还是反面。	C
		935,2030	医生	S	draw:count=2|unparsed:若对手的战斗宝可梦为"宝可梦【VMAX】"，则再抽出2张卡。	E
		5170	以太基金会职员	S	recover_from_discard:count=1	B
		12014	毅万与馥好	S	draw:count=2|unparsed:然后，若自己的手牌有10张以上，则再抽出2张卡。	H
		6243,8204	营火专家	S	raw:这张卡必须从自己的手牌将1张【火】能量卡丢弃才可使用。 查看自己的牌库上方7张卡，从其中选择最多2张卡加入手牌。将剩余卡放回牌库并重洗。	F
		5180,5927	柚丽嘉	S	raw:这张卡只有在场上有竞技场卡时才可使用。将场上的竞技场卡丢到弃牌区。在这个回合，自己的"基格尔德GX"就算已经使用了GX招式，也可使用GX招式。	B
		3288	越橘	S	raw:将对手的1只场上宝可梦身上所放置的最多3个伤害指示物，改放于对手的另1只宝可梦身上。	C
		5734	扎奥博	S	lost_zone|unparsed:将对手的场上宝可梦身上所附加的"宝可梦道具""特殊能量"与场上的"竞技场"其中的1张卡，。	B
		7565	长袖和服少女	S	search_deck_to_bench:count=1;filter=基础|shuffle_deck|unparsed:若希望，将刚放置的宝可梦与战斗宝可梦互换。	F
		3478,3968,4317	正辉的解析	S	raw:从自己的牌库上方抽出7张并查看。可将其中的最多2张训练家卡，在给对手看过后加入手牌。将剩余卡放回牌库并重洗。	C
		9030,9065,12781	正辉的输送	S	raw:查看自己的牌库上方8张卡，从其中选择任意数量的宝可梦卡，在给对手看过后加入手牌。将剩余卡放回牌库并重洗。	G
		1006,6768	志米	S	heal:amount=60|unparsed:选择最多2只自己的"连击"宝可梦，各。	E
		5184	昼珠	S	shuffle_deck|unparsed:这张卡只有在对手的战斗场上有【2阶进化】宝可梦时才可使用。 从自己的牌库抽出最多2张任意卡加入手牌。	B
		7036,8104,8278,8578,9677,11706	珠贝	S	search_deck_to_hand:count=1;filter=【水】宝可梦卡与物品卡|shuffle_deck	F
		3306,3985,4315,5172,5918,6306,6309	竹兰	S	draw:count=6|unparsed:将自己的手牌全部放回牌库并重洗。然后，。	B
		3803	竹兰&嘉德丽雅	S	recover_from_discard:count=1|unparsed:在使用这张卡时，可额外将自己的1张手牌丢到弃牌区。这个情况下，从自己的牌库抽出3张。	C
		6244,6876,6898,7451,7471,8108,8281,10957,11004,11746	竹兰的霸气	S	raw:从牌库抽卡直到自己的手牌满5张为止。在上个对手的回合，若自己的宝可梦【气绝】了，则抽卡直到满8张为止。	F
		11889,11915,11922,12592,12844,12980	紫竽	S	shuffle_hand_to_deck:who=self;draw:count=4|unparsed:若对手剩余奖赏卡的张数为3张以下，则改为抽出8张卡。	H
