#dtl1
CSVM2cC-008	【无】 找朋友 \n选择自己牌库中的1张宝可梦，在给对手看过之后，加入手牌。并重洗牌库。\n\n【无】【无】【无】 咬住 50\n\n\n		F×2		Nagomi Nijo	大师战略卡组构筑套装 赛富豪ex	无标记		G	Dunsparce
CSV7C-161	 啃咬 10\n\n\n 挖洞 30\n抛掷1次硬币如果为正面，则在下一个对手的回合，这只宝可梦不受到招式的伤害和效果影响。\n\n		F×2		Sanosuke Sakuma	利刃猛醒	C		H	Dunsparce
CSV9.5C-143	 啃咬 10\n\n\n 挖洞 30\n抛掷1次硬币如果为正面，则在下一个对手的回合，这只宝可梦不受到招式的伤害和效果影响。\n\n		F×2		Sanosuke Sakuma	太晶盛聚	C		H	Dunsparce
CSV10C-178	 交替 \n将这只宝可梦与备战宝可梦互换。\n\n 冲撞 20\n\n\n		F×2		Asako Ito	共逐荣光	C		I	
CSM1DC-127	【斗】 双重射击 \n给对手的2只备战宝可梦，各造成10点伤害。\n[备战宝可梦不计算弱点、抗性。]\n\n		G×2		Mina Nakai	起始卡组 横空出世GX	无标记		A	Gligar
CSM2bC-095	特性: 自由飞行\n如果这只宝可梦身上没有附着任何能量的话，则这只宝可梦【撤退】所需能量，全部消除。\n\n 忍术一击 30+\n在这个回合，如果从手牌使出了「阿杏」的话，则追加造成90点伤害。\n\n		G×2		Ken Sugimori	交相辉映 魁	C		C	Gligar
CS3DC-076	 劈开 30\n\n\n		G×2		Naoyo Kimura	起始卡组 洪荒演武V	无标记		E	Gligar
CS4aC-078	【斗】 毒针 \n使对手的战斗宝可梦陷入【中毒】状态。\n\n【斗】 突刺 30\n\n\n		G×2		Misa Tsutsui	九彩汇聚 朋	C		E	Gligar
CS5bC-065	【斗】 旋风钳 10×\n抛掷4次硬币，造成正面次数×10点伤害。\n\n		G×2		Miki Tanaka	勇魅群星 勇	C		F	Gligar
CSV5C-059	 剧毒 \n抛掷1次硬币如果为正面，则令对手的战斗宝可梦陷入【中毒】状态。因这个【中毒】而放置的伤害指示物数量变为2个。\n\n		G×2		HYOGONOSUKE	黑晶炽诚	C		G	Gligar
CS5bC-088	 能量气流 20\n选择自己弃牌区中最多2张【钢】能量，附着于这只宝可梦身上。\n\n【钢】【钢】 终结破坏 60+\n将自己的牌库从上方开始放于弃牌区直到剩余张数变为1张为止，追加造成放于弃牌区的卡牌中能量张数×30点伤害。\n\n		R×2	G-30	Sanosuke Sakuma	勇魅群星 勇	K	Radiant	F	Radiant Steelix
CSM1DC-165	 撞击 30\n\n\n【钢】 粉碎摆尾 80+\n抛掷1次硬币如果为正面，则追加造成40点伤害。\n\n	大岩蛇	R×2	P-20	Ken Sugimori	起始卡组 横空出世GX	无标记		B	Steelix
CSM2DC-136	【斗】 大地石流 20\n将自己弃牌区中的2张【斗】能量，附着于这只宝可梦身上。\n\n【斗】 亿万吨震撼 220\n在下一个自己的回合，自己的所有宝可梦无法使用招式。（也包括新出场的宝可梦。）\n\n	大岩蛇	G×2		Ayaka Yoshida	起始卡组 交相辉映GX	无标记		C	Steelix
CSM2aC-095	 轰隆坠落 50×\n将自己手牌中任意数量的【撤退】所需能量数为4个的宝可梦放于弃牌区，造成其张数×50点伤害。\n\n【钢】 铁尾 100×\n抛掷硬币直到出现反面，造成正面次数×100点伤害。\n\n	大岩蛇	R×2	P-20	KEIICHIRO ITO	交相辉映 沐	R		C	Steelix
CSM2aC-155	 轰隆坠落 50×\n将自己手牌中任意数量的【撤退】所需能量数为4个的宝可梦放于弃牌区，造成其张数×50点伤害。\n\n【钢】 铁尾 100×\n抛掷硬币直到出现反面，造成正面次数×100点伤害。\n\n	大岩蛇	R×2	P-20	Avec Yoko	交相辉映 沐	CHR		C	Steelix
CSMPhC-002	 轰隆坠落 50×\n将自己手牌中任意数量的【撤退】所需能量数为4个的宝可梦放于弃牌区，造成其张数×50点伤害。\n\n【钢】 铁尾 100×\n抛掷硬币直到出现反面，造成正面次数×100点伤害。\n\n	大岩蛇	R×2	P-20	KEIICHIRO ITO	对战派对组合 钢	无标记		C	Steelix
CS3DC-102	 钢铁挥打 80×\n抛掷2次硬币，造成正面次数×80点伤害。\n\n【钢】【钢】【钢】 重磅冲击 200\n\n\n	大岩蛇	R×2	G-30	NC Empire	起始卡组 洪荒演武V	无标记		E	Steelix
CS3bC-087	 钢铁挥打 80×\n抛掷2次硬币，造成正面次数×80点伤害。\n\n【钢】【钢】【钢】 重磅冲击 200\n\n\n	大岩蛇	R×2	G-30	NC Empire	洪荒演武 激	R		E	Steelix
CS4DaC-213	 力量愤怒 20×\n造成放置于这只宝可梦身上的伤害指示物数量×20点伤害。\n\n【斗】【斗】 地震 180\n给自己的所有备战宝可梦，也各造成30点伤害。[备战宝可梦不计算弱点、抗性。]\n\n	大岩蛇	G×2		Ryuta Fuse	起始卡组100	无标记		E	Steelix
CS4DaC-293	 钢铁挥打 80×\n抛掷2次硬币，造成正面次数×80点伤害。\n\n【钢】【钢】【钢】 重磅冲击 200\n\n\n	大岩蛇	R×2	G-30	NC Empire	起始卡组100	无标记		E	Steelix
CS4bC-060	 力量愤怒 20×\n造成放置于这只宝可梦身上的伤害指示物数量×20点伤害。\n\n【斗】【斗】 地震 180\n给自己的所有备战宝可梦，也各造成30点伤害。[备战宝可梦不计算弱点、抗性。]\n\n	大岩蛇	G×2		Ryuta Fuse	九彩汇聚 源	R		E	Steelix
CSV6C-097	【钢】 地震 130\n给自己所有的备战宝可梦，也各造成30伤害。[备战宝可梦不计算弱点、抗性。]\n\n【钢】【钢】 重磅冲击 180\n\n\n	大岩蛇	R×2	G-30	Po-Suzuki	真实玄虚	R		G	Steelix
CSVL2C-109	【钢】 地震 130\n给自己所有的备战宝可梦，也各造成30伤害。[备战宝可梦不计算弱点、抗性。]\n\n【钢】【钢】 重磅冲击 180\n\n\n	大岩蛇	R×2	G-30	nisimono	游历专题包	无标记		G	Steelix
CS2aC-069	【钢】 愤怒重锤 30+\n追加造成放置于这只宝可梦身上的伤害指示物数量×10点伤害。\n\n【钢】 钢铁撞击 210\n给这只宝可梦也造成30点伤害。\n\n		R×2	G-30	Satoshi Shirai	浓墨重彩 黎	RR	V	D	Steelix V
CS2aC-126	【钢】 愤怒重锤 30+\n追加造成放置于这只宝可梦身上的伤害指示物数量×10点伤害。\n\n【钢】 钢铁撞击 210\n给这只宝可梦也造成30点伤害。\n\n		R×2	G-30	Satoshi Shirai	浓墨重彩 黎	SR	V	D	Steelix V
CSM1DC-186	【妖】 突击 20\n抛掷1次硬币如果为反面，则给这只宝可梦也造成10点伤害。\n\n		M×2	D-20	Tomokazu Komiya	起始卡组 横空出世GX	无标记		A	Snubbull
CSM1cC-071	【妖】 乱扔 20×\n将自己手牌中最多2张训练家放于弃牌区，造成其张数×20点伤害。\n\n		M×2	D-20	Akira Komayama	横空出世 泽	C		B	Snubbull
CS1DC-087	【超】 锐利之牙 30\n\n\n		M×2		otumami	起始卡组 极巨争锋V	无标记		D	Snubbull
CS4aC-061	 头锤 10\n\n\n 咬住 30\n\n\n		M×2		Kyoko Umemoto	九彩汇聚 朋	C		E	Snubbull
CSV4C-049	【超】 啃咬 10\n\n\n【超】 舍身冲撞 30\n给这只宝可梦也造成10伤害。\n\n		M×2		Sekio	嘉奖回合	C		G	Snubbull
CSM1DC-187	【妖】 紧咬不放 30\n在下一个对手的回合，受到这个招式影响的宝可梦，无法撤退。\n\n【妖】 还以颜色 50+\n如果这只宝可梦身上放置有伤害指示物的话，则追加造成80点伤害。\n\n	布鲁	M×2	D-20	Suwama Chiaki	起始卡组 横空出世GX	无标记		A	Granbull
CSM1cC-072	【妖】 空空如也 30+\n如果自己没有手牌的话，追加造成130点伤害。\n\n【妖】【妖】【妖】 巨大之牙 110\n\n\n	布鲁	M×2	D-20	Shin Nagasawa	横空出世 泽	U		B	Granbull
CS1DC-088	【超】 紧咬不放 50\n在下一个对手的回合，受到这个招式影响的宝可梦，无法撤退。\n\n【超】【超】 鲁莽头击 130\n\n\n	布鲁	M×2		SATOSHI NAKAI	起始卡组 极巨争锋V	无标记		D	Granbull
CS4aC-062	特性: 抓取\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己弃牌区中最多2张「宝可梦道具」，在给对手看过之后，加入手牌。\n\n 咬住 90\n\n\n	布鲁	M×2		Akira Komayama	九彩汇聚 朋	U		E	Granbull
CSV4C-050	【超】 正面对决 50\n\n\n【超】【超】 疯狂冲撞 160\n给这只宝可梦也造成30伤害。\n\n	布鲁	M×2		Lee HyunJung	嘉奖回合	U		G	Granbull
CS4DaC-174	 怒之牙 30+\n追加造成放置于这只宝可梦身上的伤害指示物数量×10点伤害。\n\n【超】【超】 布鲁冲刺 190\n给这只宝可梦也造成30点伤害。\n\n		M×2		PLANETA Mochizuki	起始卡组100	无标记	V	F	Granbull V
CS4DaC-419	 怒之牙 30+\n追加造成放置于这只宝可梦身上的伤害指示物数量×10点伤害。\n\n【超】【超】 布鲁冲刺 190\n给这只宝可梦也造成30点伤害。\n\n		M×2		Ayaka Yoshida	起始卡组100	无标记	V	F	Granbull V
CS1aC-010	特性: 毒刺\n当这只宝可梦，在战斗场上受到对手宝可梦的招式的伤害时，会使使用了招式的宝可梦陷入【中毒】状态。\n\n 毒液冲击 10+\n如果对手的战斗宝可梦处于【中毒】状态的话，则追加造成60点伤害。\n\n		L×2		Midori Harada	极巨争锋 雷	C		D	Qwilfish
CS2DaC-013	 招来 \n从自己的牌库上方抽取1张卡牌。\n\n【水】 针刺 30\n\n\n		L×2		HYOGONOSUKE	宝可梦卡牌 家庭组合	无标记		E	Qwilfish
CS3aC-083	特性: 破裂针\n当这只宝可梦，在战斗场上受到对手宝可梦的招式的伤害而【昏厥】时，给使用了招式的宝可梦身上放置6个伤害指示物。\n\n 毒击 30\n使对手的战斗宝可梦陷入【中毒】状态。\n\n		F×2		Anesaki Dynamic	洪荒演武 茂	C		E	Qwilfish
CS4DaC-260	特性: 破裂针\n当这只宝可梦，在战斗场上受到对手宝可梦的招式的伤害而【昏厥】时，给使用了招式的宝可梦身上放置6个伤害指示物。\n\n 毒击 30\n使对手的战斗宝可梦陷入【中毒】状态。\n\n		F×2		Anesaki Dynamic	起始卡组100	无标记		E	Qwilfish
CS5aC-073	【0】 荆棘突进 10×\n抛掷硬币直到出现反面，造成正面次数×10点伤害。\n\n		F×2		OKACHEKE	勇魅群星 魅	C		F	Hisuian Qwilfish
CS6bC-085	 冲撞 10\n\n\n【恶】 滚动冲撞 30\n\n\n		F×2		Kagemaru Himeno	碧海暗影 逐	C		F	Hisuian Qwilfish
CS1bC-083	【钢】 袭击 30+\n在这个回合，如果这只宝可梦从「飞天螳螂」进化而来的话，则追加造成90点伤害。\n\n【钢】 防守利爪 90\n在下一个对手的回合，这只宝可梦所受到的招式的伤害「-30」。\n\n	飞天螳螂	R×2	G-30	Ryuta Fuse	极巨争锋 焰	U		D	Scizor
CS6aC-079	 十字剪 30+\n抛掷1次硬币如果为正面，则追加造成30点伤害。\n\n 危险钳爪 80+\n如果对手的战斗宝可梦是【基础】宝可梦的话，则追加造成80点伤害。\n\n	飞天螳螂	R×2	G-30	kodama	碧海暗影 啸	U		F	Scizor
CSV4C-081	【钢】 惩罚巨钳 10+\n追加造成对手场上拥有特性的宝可梦数量×50伤害。\n\n【钢】【钢】 居合劈 70\n\n\n	飞天螳螂	R×2	G-30	otumami	嘉奖回合	R		G	Scizor
CSVL2C-045	【钢】 惩罚巨钳 10+\n追加造成对手场上拥有特性的宝可梦数量×50伤害。\n\n【钢】【钢】 居合劈 70\n\n\n	飞天螳螂	R×2	G-30	otumami	游历专题包	无标记		G	Scizor
CSVL2C-085	【钢】 惩罚巨钳 10+\n追加造成对手场上拥有特性的宝可梦数量×50伤害。\n\n【钢】【钢】 居合劈 70\n\n\n	飞天螳螂	R×2	G-30	GOSSAN	游历专题包	无标记		G	Scizor
SVP-029	【钢】 惩罚巨钳 10+\n追加造成对手场上拥有特性的宝可梦数量×50伤害。\n\n【钢】【钢】 居合劈 70\n\n\n	飞天螳螂	R×2	G-30	Oku		无标记		G	Scizor
CSV7C-144	 钢翼 70\n在下一个对手的回合，这只宝可梦所受到的招式的伤害「-50」。\n\n【钢】【钢】 交错毁坏 120×\n将这只宝可梦身上附着的最多2张【钢】能量放于弃牌区，造成其张数×120伤害。\n\n	飞天螳螂	R×2	G-30	toriyufu	利刃猛醒	RR	ex	H	Scizor ex
CSV7C-226	 钢翼 70\n在下一个对手的回合，这只宝可梦所受到的招式的伤害「-50」。\n\n【钢】【钢】 交错毁坏 120×\n将这只宝可梦身上附着的最多2张【钢】能量放于弃牌区，造成其张数×120伤害。\n\n	飞天螳螂	R×2	G-30	Eske Yoshinob	利刃猛醒	SR	ex	H	Scizor ex
SVP-148	 钢翼 70\n在下一个对手的回合，这只宝可梦所受到的招式的伤害「-50」。\n\n【钢】【钢】 交错毁坏 120×\n将这只宝可梦身上附着的最多2张【钢】能量放于弃牌区，造成其张数×120伤害。\n\n	飞天螳螂	R×2	G-30	toriyufu		无标记	ex	H	Scizor ex
CSM1DC-166	特性: 警戒色\n如果这只宝可梦的剩余HP在「100」点以下（包含100）的话，则这只宝可梦使用的招式，给对手的战斗宝可梦造成的伤害「+80」。\n\n【钢】 钢翼 80\n在下一个对手的回合，这只宝可梦所受到的招式的伤害「-30」。\n\n 挥落GX 100+\n如果对手的战斗宝可梦为进化宝可梦的话，则追加造成100点伤害。[对战中，己方的GX招式只能使用1次。]\n\n	飞天螳螂	R×2	P-20	5ban Graphics	起始卡组 横空出世GX	无标记	GX	B	Scizor-GX
CSM1aC-070	特性: 警戒色\n如果这只宝可梦的剩余HP在「100」点以下（包含100）的话，则这只宝可梦使用的招式，给对手的战斗宝可梦造成的伤害「+80」。\n\n【钢】 钢翼 80\n在下一个对手的回合，这只宝可梦所受到的招式的伤害「-30」。\n\n 挥落GX 100+\n如果对手的战斗宝可梦为进化宝可梦的话，则追加造成100点伤害。[对战中，己方的GX招式只能使用1次。]\n\n	飞天螳螂	R×2	P-20	5ban Graphics	横空出世 赫	RR	GX	B	Scizor-GX
CSM1aC-198	特性: 警戒色\n如果这只宝可梦的剩余HP在「100」点以下（包含100）的话，则这只宝可梦使用的招式，给对手的战斗宝可梦造成的伤害「+80」。\n\n【钢】 钢翼 80\n在下一个对手的回合，这只宝可梦所受到的招式的伤害「-30」。\n\n 挥落GX 100+\n如果对手的战斗宝可梦为进化宝可梦的话，则追加造成100点伤害。[对战中，己方的GX招式只能使用1次。]\n\n	飞天螳螂	R×2	P-20	5ban Graphics	横空出世 赫	SSR	GX	B	Scizor-GX
CS2aC-070	【钢】 撕下 30\n选择放于对手战斗宝可梦身上的「宝可梦道具」和「特殊能量」各1张，放于弃牌区。\n\n【钢】【钢】 利爪挥砍 140\n\n\n		R×2	G-30	Shin Nagasawa	浓墨重彩 黎	RR	V	D	Scizor V
CS2aC-127	【钢】 撕下 30\n选择放于对手战斗宝可梦身上的「宝可梦道具」和「特殊能量」各1张，放于弃牌区。\n\n【钢】【钢】 利爪挥砍 140\n\n\n		R×2	G-30	Satoshi Shirai	浓墨重彩 黎	SR	V	D	Scizor V
CS2aC-071	【钢】 坚硬巨钳 90\n在下一个对手的回合，这只宝可梦所受到的招式的伤害「-30」。\n\n【钢】【钢】 极巨钢铁 190\n\n\n	巨钳螳螂V	R×2	G-30	5ban Graphics	浓墨重彩 黎	RRR	V	D	Scizor VMAX
CS2aC-137	【钢】 坚硬巨钳 90\n在下一个对手的回合，这只宝可梦所受到的招式的伤害「-30」。\n\n【钢】【钢】 极巨钢铁 190\n\n\n	巨钳螳螂V	R×2	G-30	5ban Graphics	浓墨重彩 黎	HR	V	D	Scizor VMAX
CSM1bC-013	特性: 生榨\n在自己的回合，当将这张卡牌从手牌使出放于备战区时，可使用1次。将自己牌库中最多3张基本能量，放于弃牌区。并重洗牌库。\n\n【草】 能量饮料 \n将自己弃牌区中的2张基本能量，以任意方式附着于自己的宝可梦身上。\n\n		R×2		Masakazu Fukuda	横空出世 苍	U		B	Shuckle
CS1bC-007	 树果捡拾 \n选择自己弃牌区中最多5张基本能量，在给对手看过之后，放回牌库并重洗牌库。\n\n【草】 绑紧 50\n抛掷1次硬币如果为正面，则使对手的战斗宝可梦陷入【麻痹】状态。\n\n		R×2		HYOGONOSUKE	极巨争锋 焰	U		D	Shuckle
CS2aC-041	【斗】 牌库榨取 \n抛掷硬币直到出现反面，从对手的牌库上方将与出现正面次数相同数量的卡牌放于弃牌区。\n\n【斗】 落石 50\n\n\n		G×2		Mizue	浓墨重彩 黎	C		D	Shuckle
CSV5C-004	 树果香气 \n选择自己牌库中的1张【基础】宝可梦，放于备战区。并重洗牌库。\n\n 防守压制 30\n在下一个对手的回合，这只宝可梦所受到的招式的伤害「-30」。\n\n		R×2		Kurata So	黑晶炽诚	C		G	Shuckle
CSM1bC-014	特性: 守护之壶\n这只宝可梦，不会受到身上附有的能量数量在2个以下（包含2个）的对手宝可梦的招式的伤害。\n\n 三倍毒液 \n使对手的战斗宝可梦陷入【中毒】状态。因这个【中毒】而放置的伤害指示物数量变为3个。\n\n 紧束GX 40\n使对手的战斗宝可梦陷入【麻痹】状态。[对战中，己方的GX招式只能使用1次。]\n\n		R×2		5ban Graphics	横空出世 苍	RR	GX	B	Shuckle-GX
CSMPjC-001	特性: 守护之壶\n这只宝可梦，不会受到身上附有的能量数量在2个以下（包含2个）的对手宝可梦的招式的伤害。\n\n 三倍毒液 \n使对手的战斗宝可梦陷入【中毒】状态。因这个【中毒】而放置的伤害指示物数量变为3个。\n\n 紧束GX 40\n使对手的战斗宝可梦陷入【麻痹】状态。[对战中，己方的GX招式只能使用1次。]\n\n		R×2		5ban Graphics	对战派对组合改造包 草	无标记	GX	B	Shuckle-GX
CSMPjC-002	特性: 毅力\n当这只宝可梦，受到招式的伤害【昏厥】时，抛掷1次硬币。如果为正面，则这只宝可梦不会【昏厥】，而是以剩余HP为「10」点的状态留在场上。\n\n【草】【草】 抛掷 50\n将对手的战斗宝可梦与备战宝可梦互换。[放于战斗场的宝可梦由对手选择。]\n\n		R×2		Shin Nagasawa	对战派对组合改造包 草	无标记		A	Heracross
CSM2DC-017	【草】 撞倒 20\n\n\n 振奋角击 50+\n如果对手场上有「TAG TEAM」宝可梦的话，则追加造成70点伤害。\n\n		R×2		Satoshi Shirai	起始卡组 交相辉映GX	无标记		C	Heracross
CSM2DC-141	 掀翻擂台 \n在上一个对手的回合，如果对手的宝可梦使用了GX招式，则将对手的战斗宝可梦，及放于其身上的所有卡牌，放回对手的牌库并重洗牌库。\n\n 撞击 70\n\n\n		P×2		Sanosuke Sakuma	起始卡组 交相辉映GX	无标记		C	Heracross
CS1DC-007	 撞飞 30\n将对手的战斗宝可梦与备战宝可梦互换。[放于战斗场的宝可梦由对手选择。]\n\n【草】【草】 怪力角击 110\n\n\n		R×2		otumami	起始卡组 极巨争锋V	无标记		D	Heracross
CS1bC-008	 撞飞 30\n将对手的战斗宝可梦与备战宝可梦互换。[放于战斗场的宝可梦由对手选择。]\n\n【草】【草】 怪力角击 110\n\n\n		R×2		otumami	极巨争锋 焰	C		D	Heracross
CS3DC-005	 撞飞 30\n将对手的战斗宝可梦与备战宝可梦互换。[放于战斗场的宝可梦由对手选择。]\n\n【草】【草】 怪力角击 110\n\n\n		R×2		otumami	起始卡组 洪荒演武V	无标记		D	Heracross
CS3aC-006	 角撞 20\n\n\n【草】 一力上投 40+\n抛掷2次硬币，如果全为正面，则追加造成160点伤害。\n\n		R×2		Hasuno	洪荒演武 茂	C		E	Heracross
CS4DaC-007	 角撞 20\n\n\n【草】 一力上投 40+\n抛掷2次硬币，如果全为正面，则追加造成160点伤害。\n\n		R×2		Hasuno	起始卡组100	无标记		E	Heracross
CS5DC-004	【草】 角撞 40\n\n\n【草】【草】 后投 120\n给自己的1只备战宝可梦，也造成30点伤害。[备战宝可梦不计算弱点、抗性。]\n\n		R×2		aoki	起始卡组 勇魅群星V	无标记		F	Heracross
CSV1C-002	【草】 怪力投掷 10+\n追加造成对手战斗宝可梦【撤退】所需能量数量×30伤害。\n\n【草】【草】 角撞 90\n\n\n		R×2		Taira Akitsu	亘古开来	U		G	Heracross
CSV2C-001	【草】【草】 撞击 50\n\n\n【草】【草】【草】 粉碎角击 110\n这个招式的伤害不计算抗性。\n\n		R×2		GOSSAN	奇迹启程	U		G	Heracross
SVP-019	【草】【草】 撞击 50\n\n\n【草】【草】【草】 粉碎角击 110\n这个招式的伤害不计算抗性。\n\n		R×2		Kurata So		无标记		G	Heracross
CSV7C-009	【草】 泰山压顶 60\n抛掷1次硬币如果为正面，则令对手的战斗宝可梦陷入【麻痹】状态。\n\n【草】 地球上投 130\n\n\n		R×2		Toshinao Aoki	利刃猛醒	U		H	Heracross
CS5aC-077	 抓 10\n\n\n【恶】 利爪劈开 30\n\n\n		F×2		Mizue	勇魅群星 魅	C		F	Hisuian Sneasel
CSM1.5C-025	 暗中破坏 \n这个招式，只有在后攻玩家的最初回合才可使用。将附着于对手场上宝可梦身上的1个能量，放于弃牌区。\n\n【恶】 猛袭 10+\n抛掷1次硬币如果为正面，则追加造成20点伤害。\n\n		F×2	P-20	Masakazu Fukuda	对战精英	C		B	Sneasel
CSM2.5C-029	【恶】 劈开 30\n\n\n		F×2	P-20	sui	炫奇争胜	C		C	Sneasel
CS3.5C-016	 劈落 \n抛掷1次硬币如果为正面，则选择附着于对手战斗宝可梦身上的1个能量，放于弃牌区。\n\n		M×2		NC Empire	怒炎灼天	C		E	Sneasel
CS5aC-075	【恶】 抓 10\n\n\n 劈开 20\n\n\n		G×2		yuu	勇魅群星 魅	C		F	Sneasel
CSV3C-081	【恶】 亮爪 20\n\n\n		G×2		Kagemaru Himeno	无畏太晶	C		G	Sneasel
CSVL1C-041	【恶】 亮爪 20\n\n\n		G×2		Kagemaru Himeno	启程专题包	无标记		G	Sneasel
CSVL1C-079	【恶】 亮爪 20\n\n\n		G×2		Kagemaru Himeno	启程专题包	无标记		G	Sneasel
CSV8C-052	【水】 居合劈 10\n\n\n【水】【水】 紧逼 30\n在下一个对手的回合，受到这个招式影响的宝可梦，无法撤退。\n\n		M×2		Krgc	璀璨诡幻	C		H	Sneasel
CSV9.5C-105	【恶】 利爪劈开 20\n\n\n		G×2		Kurata So	太晶盛聚	C		H	Sneasel
CSV10C-136	【恶】 抓 20\n\n\n【恶】【恶】 暗算 \n给对手的1只备战宝可梦造成其身上放置的伤害指示物数量×20伤害。[备战宝可梦不计算弱点、抗性。]\n\n		G×2		GIDORA	共逐荣光	R		I	
CS2aC-087	 圆瞳 \n在下一个对手的回合，受到这个招式影响的宝可梦，无法撤退。\n\n 亮爪 20\n\n\n		F×2		Yukiko Baba	浓墨重彩 黎	C		D	Teddiursa
SSP-171	 抓 10\n\n\n		F×2		Mizue		无标记		E	Teddiursa
CS5aC-096	 捡食 \n抛掷1次硬币如果为正面，则选择自己弃牌区中的1张物品，在给对手看过之后，加入手牌。\n\n 亮爪 20\n\n\n		F×2		Nagomi Nijo	勇魅群星 魅	C		F	Teddiursa
CS2aC-088	 臂锤 70\n将对手牌库上方的1张卡牌放于弃牌区。\n\n 利爪劈开 120\n\n\n	熊宝宝	F×2		Uta	浓墨重彩 黎	C		D	Ursaring
SSP-172	 劈开 40\n\n\n	熊宝宝	F×2		Hasegawa Saki		无标记		E	Ursaring
CS5aC-097	 连续掌掴 40×\n抛掷硬币直到出现反面，造成正面次数×40点伤害。\n\n 怪力 100\n\n\n	熊宝宝	F×2		Teeziro	勇魅群星 魅	C		F	Ursaring
CSM1aC-010	 熔岩包裹 10\n在下一个对手的回合，受到这个招式影响的宝可梦，无法撤退。\n\n【火】 火焰 20\n\n\n		W×2		Midori Harada	横空出世 赫	C		B	Slugma
CSM2DC-040	【火】 致焦 \n使对手的战斗宝可梦陷入【灼伤】状态。\n\n		W×2		Ken Sugimori	起始卡组 交相辉映GX	无标记		C	Slugma
CSM2cC-015	【火】 致焦 \n使对手的战斗宝可梦陷入【灼伤】状态。\n\n		W×2		Ken Sugimori	交相辉映 唤	C		C	Slugma
CS2aC-032	 哈欠 \n使对手的战斗宝可梦陷入【睡眠】状态。\n\n【火】 火焰 30\n\n\n		W×2		Mina Nakai	浓墨重彩 黎	C		D	Slugma
CS3DC-016	 哈欠 \n使对手的战斗宝可梦陷入【睡眠】状态。\n\n【火】 火焰 30\n\n\n		W×2		Mina Nakai	起始卡组 洪荒演武V	无标记		D	Slugma
CS4DaC-053	【火】 火种 10\n\n\n 火焰 20\n\n\n		W×2		otumami	起始卡组100	无标记		E	Slugma
CS4bC-016	【火】 火种 10\n\n\n 火焰 20\n\n\n		W×2		otumami	九彩汇聚 源	C		E	Slugma
CS5DC-020	【火】 火种 10\n\n\n 火焰 20\n\n\n		W×2		otumami	起始卡组 勇魅群星V	无标记		E	Slugma
CS6.5C-009	【火】 吸入 \n选择自己弃牌区中的1张【火】能量，附着于这只宝可梦身上。\n\n【火】【火】 烈焰 50\n\n\n		W×2		Scav	胜象星引	C		F	Slugma
CSV7C-034	【火】 炽热熔岩 20\n令对手的战斗宝可梦陷入【灼伤】状态。\n\n		W×2		Gapao	利刃猛醒	C		H	Slugma
CSV8C-029	【火】 炙烤 10+\n如果对手的战斗宝可梦处于【灼伤】状态的话，则追加造成40伤害。\n\n		W×2		Haru Akasaka	璀璨诡幻	C		H	Slugma
CSV10C-031	【火】 吐火 20\n\n\n		W×2		Sanosuke Sakuma	共逐荣光	C		I	
CSM1aC-011	特性: 重踏\n在自己的回合可以使用1次。选择自己牌库中任意1张卡牌。将剩余的牌库重洗，并将选择的卡牌放回牌库上方。\n\n【火】 烈焰 50\n\n\n	熔岩虫	W×2		Midori Harada	横空出世 赫	U		B	Magcargo
CSM2DC-041	【火】 踏平 \n将对手牌库上方的2张卡牌放于弃牌区。\n\n【火】 喷射火焰 80\n将附着于这只宝可梦身上的1个能量，放于弃牌区。\n\n	熔岩虫	W×2		Miki Tanaka	起始卡组 交相辉映GX	无标记		C	Magcargo
CSM2cC-016	【火】 踏平 \n将对手牌库上方的2张卡牌放于弃牌区。\n\n【火】 喷射火焰 80\n将附着于这只宝可梦身上的1个能量，放于弃牌区。\n\n	熔岩虫	W×2		Miki Tanaka	交相辉映 唤	U		C	Magcargo
CS2aC-033	【火】 高温爆破 60\n\n\n【火】【火】 红莲火焰 180\n选择附着于这只宝可梦身上的2个能量，放于弃牌区。\n\n	熔岩虫	W×2		Masakazu Fukuda	浓墨重彩 黎	C		D	Magcargo
CS3DC-017	【火】 高温爆破 60\n\n\n【火】【火】 红莲火焰 180\n选择附着于这只宝可梦身上的2个能量，放于弃牌区。\n\n	熔岩虫	W×2		Masakazu Fukuda	起始卡组 洪荒演武V	无标记		D	Magcargo
CS4DaC-054	 落石 40\n\n\n【火】【火】 飞溅身躯 150\n抛掷3次硬币，选择与出现反面次数相同数量的附着于这只宝可梦身上的能量，放于弃牌区。\n\n	熔岩虫	W×2		Eri Yamaki	起始卡组100	无标记		E	Magcargo
CS4bC-017	 落石 40\n\n\n【火】【火】 飞溅身躯 150\n抛掷3次硬币，选择与出现反面次数相同数量的附着于这只宝可梦身上的能量，放于弃牌区。\n\n	熔岩虫	W×2		Eri Yamaki	九彩汇聚 源	C		E	Magcargo
CS5DC-021	 落石 40\n\n\n【火】【火】 飞溅身躯 150\n抛掷3次硬币，选择与出现反面次数相同数量的附着于这只宝可梦身上的能量，放于弃牌区。\n\n	熔岩虫	W×2		Eri Yamaki	起始卡组 勇魅群星V	无标记		E	Magcargo
